DATA,CODI_ENS,MUNICIPI,CODI_EOI,NOM_ESTACIO,MAGNITUD,CONTAMINANT,UNITATS,TIPUS_ESTACIO,AREA_URBANA,CODI_COMARCA,NOM_COMARCA,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ALTITUD,LATITUD,LONGITUD,GEOREFERENCIA,"",num_alumnes,mal_de_panxa,calfreds,mal_de_cap,mal_de_coll,mocs,nas_tapat,esternut,vomits,altres,be,regular,malament,tos,classe
13/11/2024,816910007,"Prat de Llobregat, el",8169008,El Prat de Llobregat (Jardins de la Pau),7,NO,µg/m3,background,suburban,11,Baix Llobregat,1,1,1,1,2,1,3,13,20,4,3,2,2,3,2,2,3,2,2,2,2,1,3,1,5,"41,321487","2,0977015","",865,10,1,1,0,0,2,0,1,1,0,7,1,0,1,Institut Banyoles Banyoles FIP1 Classe39
04/09/2024,4312330008,Reus,43123005,Reus,65,H2S,µg/m3,traffic,suburban,8,Baix Camp,"","","","","","","","","","","","","","","","","","","","","","","","",102,"41,150803","1,1202013","",795,12,0,0,0,0,1,0,0,1,0,9,2,1,0,Institut Sant Feliu Sant Feliu FIP1 Classe27
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",35,20,1,1,2,1,2,1,1,0,2,17,2,1,0,Institut Torre Vicens Lleida 2n ESO  Classe1
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",169,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Institut Priorat Falset 1r ESO B Classe4
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",283,15,0,0,2,0,0,0,0,0,0,9,5,1,0,Institut Priorat Falset 2n ESO A Classe6
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",366,22,0,0,5,0,0,0,0,0,0,17,5,0,0,Institut Priorat Falset 2n ESO C Classe8
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",402,19,0,0,0,1,0,0,0,0,1,17,2,0,0,Escola Mercè Rodoreda Barcelona 3r primària A Classe9
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",443,24,1,0,1,0,0,0,0,0,0,22,2,0,0,Escola Mercè Rodoreda Barcelona 3r primària B Classe10
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",517,23,1,0,1,0,0,0,1,0,2,17,6,0,0,Escola Mercè Rodoreda Barcelona 5è primària B Classe12
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",573,11,0,0,1,1,2,2,1,0,1,8,3,0,0,Institut Palamós Palamós CAI A  Classe13
05/04/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,24,21,25,39,37,41,81,131,203,97,89,104,57,54,35,47,39,17,32,16,34,48,60,65,7,"41,443985","2,2378986","",598,7,0,0,1,1,3,0,0,1,2,4,2,1,0,Institut Palamós Palamós CAI B  Classe14
15/08/2024,829810007,Vic,8298008,Vic,8,NO2,µg/m3,background,suburban,24,Osona,"","","","","","","","","","","","","","","","","","","","","","","","",498,"41,93501","2,2400014","",775,15,2,0,0,0,0,2,0,0,0,11,3,0,0,Institut Banyoles Banyoles FIP1 Classe25
07/05/2024,812130008,Mataró,8121013,Mataró,7,NO,µg/m3,background,urban,21,Maresme,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,40,"41,547176","2,4432983","",50,26,0,2,4,2,2,1,1,0,3,20,4,2,3,Institut Torre Vicens Lleida 2n ESO  Classe1
07/05/2024,812130008,Mataró,8121013,Mataró,7,NO,µg/m3,background,urban,21,Maresme,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,40,"41,547176","2,4432983","",138,21,0,0,0,1,3,1,1,0,2,14,7,0,1,Institut Priorat Falset 1r ESO A Classe3
07/05/2024,812130008,Mataró,8121013,Mataró,7,NO,µg/m3,background,urban,21,Maresme,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,40,"41,547176","2,4432983","",187,21,0,1,0,0,0,0,0,0,3,16,4,1,0,Institut Priorat Falset 1r ESO B Classe4
07/05/2024,812130008,Mataró,8121013,Mataró,7,NO,µg/m3,background,urban,21,Maresme,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,40,"41,547176","2,4432983","",238,22,0,1,2,3,5,9,4,1,2,8,9,5,3,Institut Priorat Falset 1r ESO C Classe5
07/05/2024,812130008,Mataró,8121013,Mataró,7,NO,µg/m3,background,urban,21,Maresme,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,40,"41,547176","2,4432983","",461,24,2,0,0,0,3,1,0,0,0,16,7,1,2,Escola Mercè Rodoreda Barcelona 3r primària B Classe10
07/05/2024,812130008,Mataró,8121013,Mataró,7,NO,µg/m3,background,urban,21,Maresme,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,40,"41,547176","2,4432983","",677,13,2,0,0,1,2,2,0,0,0,10,3,0,0,Institut Palamós Palamós FIP1  Classe17
27/09/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,4,3,8,4,7,16,36,67,125,"","","",22,29,16,21,45,23,18,12,12,12,9,7,7,"41,443985","2,2378986","",818,18,2,1,0,0,2,0,0,0,1,13,4,1,1,Institut La Bisbal La Bisbal FIP1 Classe30
24/09/2024,825200000,Barberà del Vallès,8252006,Barberà del Vallès,8,NO2,µg/m3,background,urban,40,Vallès Occidental,7,6,6,14,18,18,29,35,37,40,41,41,13,5,6,4,5,7,8,16,12,13,19,12,131,"41,512684","2,1253984","",815,19,0,0,0,1,0,0,0,0,1,14,5,1,0,Institut La Bisbal La Bisbal FIP1 Classe30
08/07/2024,826340003,Sant Vicenç dels Horts,8263001,Sant Vicenç dels Horts (Ribot),8,NO2,µg/m3,background,suburban,11,Baix Llobregat,6,4,14,13,14,26,31,34,42,41,19,9,9,7,5,5,5,7,7,6,4,6,6,3,38,"41,39219","2,0097985","",737,10,1,0,0,1,1,2,0,0,0,8,2,0,0,Institut Salt Salt FIP1 Classe22
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",24,21,4,2,3,0,9,5,3,0,8,14,5,2,0,Institut Torre Vicens Lleida 2n ESO  Classe1
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",279,23,0,0,3,0,0,0,0,0,1,20,3,0,0,Institut Priorat Falset 2n ESO A Classe6
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",319,23,1,0,0,1,0,3,0,0,4,15,6,2,0,Institut Priorat Falset 2n ESO B Classe7
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",360,22,0,0,1,0,0,1,0,0,0,14,7,1,0,Institut Priorat Falset 2n ESO C Classe8
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",399,16,0,0,0,0,1,3,3,0,2,10,6,0,0,Escola Mercè Rodoreda Barcelona 3r primària A Classe9
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",433,23,1,0,1,5,0,0,0,0,4,12,11,0,0,Escola Mercè Rodoreda Barcelona 3r primària B Classe10
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",477,21,3,0,1,4,0,0,1,0,3,9,11,1,0,Escola Mercè Rodoreda Barcelona 5è primària A Classe11
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",507,26,0,0,1,3,0,3,0,1,5,14,12,0,0,Escola Mercè Rodoreda Barcelona 5è primària B Classe12
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Institut Palamós Palamós CAI A  Classe13
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",590,10,4,3,7,1,3,2,1,0,0,3,6,1,0,Institut Palamós Palamós CAI B  Classe14
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",619,8,1,0,1,0,3,2,1,0,0,5,3,0,0,Institut Palamós Palamós CAI C  Classe15
13/03/2024,809610007,Granollers,8096014,Granollers,12,NOX,µg/m3,traffic,urban,41,Vallès Oriental,57,27,28,30,38,64,110,269,223,149,93,77,43,36,34,27,32,39,47,103,102,186,123,98,133,"41,598682","2,2870984","",651,25,5,0,3,2,7,3,2,0,1,12,12,1,0,Institut Palamós Palamós FIP1  Classe17
24/07/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,"","","","","","","","","","","","","","","","","","","","","","","","",7,"41,443985","2,2378986","",753,9,0,0,0,1,1,1,0,0,0,5,1,0,0,Institut Girona Girona FIP1 Classe23
23/09/2024,815740003,Pallejà,8157003,Pallejà (Roca de Vilana),1,SO2,µg/m3,industrial,suburban,11,Baix Llobregat,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82,"41,41528","1,9905012","",814,14,1,1,1,0,1,0,1,0,0,11,3,0,0,Institut La Bisbal La Bisbal FIP1 Classe30
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Institut Torre Vicens Lleida 2n ESO  Classe1
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",149,22,0,0,0,1,2,2,1,0,3,19,2,1,2,Institut Priorat Falset 1r ESO A Classe3
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",248,15,1,1,1,0,3,2,1,0,4,10,4,1,2,Institut Priorat Falset 1r ESO C Classe5
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",296,13,0,0,0,0,0,0,0,0,0,11,1,1,0,Institut Priorat Falset 2n ESO A Classe6
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",338,21,0,0,2,1,0,0,0,0,0,18,2,1,0,Institut Priorat Falset 2n ESO B Classe7
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",416,23,0,0,0,1,5,6,2,0,1,16,7,0,2,Escola Mercè Rodoreda Barcelona 3r primària A Classe9
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",541,21,1,0,0,0,1,3,0,0,3,11,10,0,2,Escola Mercè Rodoreda Barcelona 5è primària B Classe12
24/05/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,1,1,1,1,1,2,6,13,7,4,4,3,4,5,4,4,5,3,3,3,4,3,2,7,"41,443985","2,2378986","",691,9,2,0,0,0,1,1,0,0,0,8,1,0,0,Institut de Roses Roses FIP1 Classe18
03/06/2024,810170005,"Hospitalet de Llobregat, l'",8101001,L'Hospitalet de Llobregat,10,PM10,µg/m3,background,urban,13,Barcelonès,17,13,13,17,17,17,21,25,22,23,27,35,21,20,30,35,39,37,29,25,22,14,11,13,29,"41,370476","2,1149993","",154,23,0,0,2,2,2,4,2,0,5,13,5,5,4,Institut Priorat Falset 1r ESO A Classe3
03/06/2024,810170005,"Hospitalet de Llobregat, l'",8101001,L'Hospitalet de Llobregat,10,PM10,µg/m3,background,urban,13,Barcelonès,17,13,13,17,17,17,21,25,22,23,27,35,21,20,30,35,39,37,29,25,22,14,11,13,29,"41,370476","2,1149993","",202,19,0,0,0,0,0,0,0,0,2,17,2,0,0,Institut Priorat Falset 1r ESO B Classe4
03/06/2024,810170005,"Hospitalet de Llobregat, l'",8101001,L'Hospitalet de Llobregat,10,PM10,µg/m3,background,urban,13,Barcelonès,17,13,13,17,17,17,21,25,22,23,27,35,21,20,30,35,39,37,29,25,22,14,11,13,29,"41,370476","2,1149993","",254,18,1,1,1,1,2,5,2,0,11,11,4,3,3,Institut Priorat Falset 1r ESO C Classe5
03/06/2024,810170005,"Hospitalet de Llobregat, l'",8101001,L'Hospitalet de Llobregat,10,PM10,µg/m3,background,urban,13,Barcelonès,17,13,13,17,17,17,21,25,22,23,27,35,21,20,30,35,39,37,29,25,22,14,11,13,29,"41,370476","2,1149993","",342,22,1,0,1,0,0,3,1,0,2,18,2,2,1,Institut Priorat Falset 2n ESO B Classe7
03/06/2024,810170005,"Hospitalet de Llobregat, l'",8101001,L'Hospitalet de Llobregat,10,PM10,µg/m3,background,urban,13,Barcelonès,17,13,13,17,17,17,21,25,22,23,27,35,21,20,30,35,39,37,29,25,22,14,11,13,29,"41,370476","2,1149993","",702,8,1,0,0,1,1,2,0,0,0,4,3,0,1,Institut Girona Girona FIP1 Classe19
25/10/2024,801930008,Barcelona,8019057,Barcelona (Palau Reial),12,NOX,µg/m3,background,urban,13,Barcelonès,13,5,9,9,11,6,13,44,106,122,39,16,20,13,9,10,10,12,17,18,14,22,18,14,81,"41,38749","2,1151996","",846,16,1,1,0,0,1,1,0,1,0,12,2,1,0,Institut Girona Girona FIP1 Classe35
23/07/2024,812520002,Montcada i Reixac,8125002,Montcada i Reixac,7,NO,µg/m3,traffic,suburban,40,Vallès Occidental,6,2,1,6,3,7,21,62,53,32,10,13,18,19,12,10,14,8,12,6,8,6,1,3,34,"41,48197","2,1882975","",752,17,1,1,0,0,2,0,0,0,1,12,5,0,1,Institut Girona Girona FIP1 Classe23
16/09/2024,2512070005,Lleida,25120001,Lleida,14,O3,µg/m3,traffic,urban,33,Segrià,60,58,55,44,41,48,44,44,38,16,53,62,70,74,78,78,79,83,85,56,21,19,33,34,220,"41,615818","0,6157005","",807,18,2,1,0,0,2,1,0,1,1,14,4,0,1,Institut Olot Olot FIP1 Classe29
19/07/2024,802290004,Berga,8022006,Berga,7,NO,µg/m3,background,suburban,14,Berguedà,1,1,1,1,1,1,1,1,6,4,3,3,2,5,2,2,4,4,5,3,1,1,1,1,661,"42,0979","1,8482014","",748,14,1,0,0,1,2,1,0,1,0,10,3,0,0,Institut Girona Girona FIP1 Classe23
16/08/2024,801930008,Barcelona,8019043,Barcelona (Eixample),6,CO,mg/m3,traffic,urban,13,Barcelonès,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,26,"41,385315","2,1537998","",776,20,1,1,0,0,2,0,0,0,1,15,5,0,1,Institut Banyoles Banyoles FIP1 Classe25
06/09/2024,4312330008,Reus,43123005,Reus,65,H2S,µg/m3,traffic,suburban,8,Baix Camp,"","","","","","","","","","","","","","","","","","","","","","","","",102,"41,150803","1,1202013","",797,18,2,0,1,0,2,1,0,1,0,14,4,0,0,Institut Sant Feliu Sant Feliu FIP1 Classe27
20/11/2024,801930008,Barcelona,8019042,Barcelona (Sants),12,NOX,µg/m3,background,urban,13,Barcelonès,88,57,23,15,9,7,8,9,10,10,10,12,14,16,10,11,11,11,9,9,8,10,10,13,35,"41,37878","2,133099","",872,17,0,0,0,0,2,0,0,1,0,13,5,1,0,Institut La Bisbal La Bisbal FIP1 Classe40
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",27,25,1,0,3,2,5,3,2,0,8,17,6,2,0,Institut Torre Vicens Lleida 2n ESO  Classe1
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Col·legi Santissima Trinitat Badalona Badalona 2n ESO  Classe2
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",321,23,0,0,1,0,0,2,0,0,0,19,3,1,0,Institut Priorat Falset 2n ESO B Classe7
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",362,23,0,0,1,0,0,0,0,0,1,15,5,3,0,Institut Priorat Falset 2n ESO C Classe8
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",436,25,1,0,1,3,0,0,0,0,0,19,6,0,0,Escola Mercè Rodoreda Barcelona 3r primària B Classe10
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",479,2,0,0,0,0,0,0,0,0,0,0,0,2,0,Escola Mercè Rodoreda Barcelona 5è primària A Classe11
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",509,26,1,0,0,4,1,1,2,0,4,14,11,1,0,Escola Mercè Rodoreda Barcelona 5è primària B Classe12
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",593,6,2,0,2,0,2,1,0,0,2,2,2,2,0,Institut Palamós Palamós CAI B  Classe14
18/03/2024,809610007,Granollers,8096014,Granollers,14,O3,µg/m3,traffic,urban,41,Vallès Oriental,9,4,4,5,2,3,2,7,11,44,37,46,73,82,91,91,90,76,63,58,32,17,13,4,133,"41,598682","2,2870984","",654,23,1,1,2,2,3,3,4,0,1,14,8,1,0,Institut Palamós Palamós FIP1  Classe17
12/11/2024,811200000,Manlleu,8112003,Manlleu,14,O3,µg/m3,background,suburban,24,Osona,1,1,1,1,1,1,1,1,1,1,2,4,10,15,38,44,50,40,36,20,29,15,13,22,460,"42,003307","2,2872992","",864,19,0,0,1,1,0,1,0,0,0,15,4,1,0,Institut Banyoles Banyoles FIP1 Classe39
25/11/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,32,33,22,29,73,42,63,104,123,142,157,130,134,106,41,19,29,34,42,51,67,86,66,73,7,"41,443985","2,2378986","",877,14,0,1,0,0,2,0,0,1,0,10,2,0,1,Institut Palafrugell Palafrugell FIP1 Classe41
13/06/2024,801930008,Barcelona,8019058,Barcelona (Observatori Fabra),7,NO,µg/m3,background,suburban,13,Barcelonès,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,415,"41,41843","2,1238973","",261,17,1,1,0,1,3,3,3,0,9,10,5,2,4,Institut Priorat Falset 1r ESO C Classe5
13/06/2024,801930008,Barcelona,8019058,Barcelona (Observatori Fabra),7,NO,µg/m3,background,suburban,13,Barcelonès,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,415,"41,41843","2,1238973","",387,16,0,0,0,0,0,0,0,0,0,11,5,0,0,Institut Priorat Falset 2n ESO C Classe8
13/06/2024,801930008,Barcelona,8019058,Barcelona (Observatori Fabra),7,NO,µg/m3,background,suburban,13,Barcelonès,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,415,"41,41843","2,1238973","",551,22,0,0,0,0,1,1,0,0,3,16,4,2,1,Escola Mercè Rodoreda Barcelona 5è primària B Classe12
13/06/2024,801930008,Barcelona,8019058,Barcelona (Observatori Fabra),7,NO,µg/m3,background,suburban,13,Barcelonès,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,415,"41,41843","2,1238973","",712,8,1,1,1,0,1,1,1,0,0,4,4,0,0,Institut Figueres Figueres FIP1 Classe20
05/09/2024,4314820002,Tarragona,43148001,Tarragona (Sant Salvador),12,NOX,µg/m3,traffic,suburban,36,Tarragonès,6,7,10,7,9,11,21,26,24,19,16,14,14,11,14,9,8,9,8,14,28,20,26,16,77,"41,15951","1,2396973","",796,14,1,1,0,1,0,0,0,0,1,10,3,0,1,Institut Sant Feliu Sant Feliu FIP1 Classe27
05/12/2024,816910007,"Prat de Llobregat, el",8169008,El Prat de Llobregat (Jardins de la Pau),7,NO,µg/m3,background,suburban,11,Baix Llobregat,4,1,2,1,1,2,2,3,6,9,12,11,10,8,7,4,3,7,53,52,47,38,21,12,5,"41,321487","2,0977015","",887,12,1,1,0,0,2,0,1,0,0,9,2,0,1,Institut Castelló Castelló FIP1 Classe43
10/06/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,2,1,1,1,2,2,3,8,10,4,6,6,4,4,5,5,8,4,5,4,10,"",4,7,"41,443985","2,2378986","",205,26,0,0,1,0,1,0,0,0,0,20,4,2,0,Institut Priorat Falset 1r ESO B Classe4
10/06/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,2,1,1,1,2,2,3,8,10,4,6,6,4,4,5,5,8,4,5,4,10,"",4,7,"41,443985","2,2378986","",258,17,0,2,0,0,2,3,2,0,3,11,2,4,3,Institut Priorat Falset 1r ESO C Classe5
10/06/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,2,1,1,1,2,2,3,8,10,4,6,6,4,4,5,5,8,4,5,4,10,"",4,7,"41,443985","2,2378986","",548,19,0,0,1,0,5,0,0,0,3,10,9,0,1,Escola Mercè Rodoreda Barcelona 5è primària B Classe12
10/06/2024,801550006,Badalona,8015021,Badalona,7,NO,µg/m3,background,urban,13,Barcelonès,1,2,1,1,1,2,2,3,8,10,4,6,6,4,4,5,5,8,4,5,4,10,"",4,7,"41,443985","2,2378986","",709,15,1,0,1,1,1,2,0,0,0,11,5,0,0,Institut Figueres Figueres FIP1 Classe20
04/11/2024,802290004,Berga,8022006,Berga,7,NO,µg/m3,background,suburban,14,Berguedà,1,1,1,1,1,1,1,2,1,1,6,6,6,2,4,5,9,22,8,4,1,1,1,1,661,"42,0979","1,8482014","",856,14,0,0,0,0,2,0,1,1,0,11,2,1,0,Institut Olot Olot FIP1 Classe37
01/10/2024,811200000,Manlleu,8112003,Manlleu,10,PM10,µg/m3,background,suburban,24,Osona,23,25,22,20,23,19,20,22,32,36,29,32,17,20,17,16,18,20,22,28,21,40,33,26,460,"42,003307","2,2872992","",822,19,2,1,1,1,0,0,0,1,0,15,5,0,1,Institut Palafrugell Palafrugell FIP1 Classe31
18/10/2024,801550006,Badalona,8015021,Badalona,12,NOX,µg/m3,background,urban,13,Barcelonès,8,8,5,4,4,20,23,37,44,40,27,27,24,17,19,22,27,25,30,19,14,23,32,45,7,"41,443985","2,2378986","",839,18,1,0,0,1,0,1,0,1,0,14,4,1,0,Institut Palamós Palamós FIP1 Classe34
